"status","coordinate_basis","floor","equipment_category","label","drawing_x","drawing_y","confidence","location_count","evidence_row_count","evidence_drawing_count","source_count","source_drawing_count","source_drawings","source_paths","entity_types","layers","block_names","texts","handles","floor_bbox_ids","nearby_name","display_label","nearby_name_distance","nearby_name_layer","nearby_name_handle"
"confirmed","XR-PLAN","3F","TPS","TO.3F B-TPS","275756.6667483629","218375.9289356059","0.82","1","1","1","1","1","S-D02_출입통제설비 평면도.dxf","v2\data\converted\dxf\04_설계도서\04_통신\03 보안(○)\01 도면(CAD)\S-D02_출입통제설비 평면도.dxf","TEXT","0","","TO.3F B-TPS","28C08","detail1_right","TO.3F B-TPS","TO.3F B-TPS","","label_fallback",""
"confirmed","XR-PLAN","3F","TPS","TO.3F B-TPS","275756.6667483629","223056.0776868685","0.82","1","1","1","1","1","S-D02_출입통제설비 평면도.dxf","v2\data\converted\dxf\04_설계도서\04_통신\03 보안(○)\01 도면(CAD)\S-D02_출입통제설비 평면도.dxf","TEXT","0","","TO.3F B-TPS","28C09","detail1_right","TO.3F B-TPS","TO.3F B-TPS","","label_fallback",""
"confirmed","XR-PLAN","3F","TPS","TO.3F B-TPS","276380.1526212276","228229.3049201387","0.82","1","1","1","1","1","S-D02_출입통제설비 평면도.dxf","v2\data\converted\dxf\04_설계도서\04_통신\03 보안(○)\01 도면(CAD)\S-D02_출입통제설비 평면도.dxf","TEXT","0","","TO.3F B-TPS","28C0A","detail1_right","TO.3F B-TPS","TO.3F B-TPS","","label_fallback",""
"confirmed","XR-PLAN","3F","TPS","TO.3F B-TPS","276380.1526212276","232141.0750115634","0.82","1","1","1","1","1","S-D02_출입통제설비 평면도.dxf","v2\data\converted\dxf\04_설계도서\04_통신\03 보안(○)\01 도면(CAD)\S-D02_출입통제설비 평면도.dxf","TEXT","0","","TO.3F B-TPS","28C0B","detail1_right","TO.3F B-TPS","TO.3F B-TPS","","label_fallback",""
"confirmed","XR-PLAN","3F","TPS","TO.3F B-TPS","271181.9639282248","233970.5549396862","0.82","1","1","1","1","1","S-D02_출입통제설비 평면도.dxf","v2\data\converted\dxf\04_설계도서\04_통신\03 보안(○)\01 도면(CAD)\S-D02_출입통제설비 평면도.dxf","TEXT","0","","TO.3F B-TPS","28C0C","detail1_right","TO.3F B-TPS","TO.3F B-TPS","","label_fallback",""
"confirmed","XR-PLAN","3F","TPS","TO.3F B-TPS","272016.67627114","240188.753870543","0.82","1","1","1","1","1","S-D02_출입통제설비 평면도.dxf","v2\data\converted\dxf\04_설계도서\04_통신\03 보안(○)\01 도면(CAD)\S-D02_출입통제설비 평면도.dxf","TEXT","0","","TO.3F B-TPS","28C28","detail1_right","TO.3F B-TPS","TO.3F B-TPS","","label_fallback",""
"confirmed","XR-PLAN","3F","TPS","TO.3F B-TPS","272016.67627114","244565.1096404781","0.82","1","1","1","1","1","S-D02_출입통제설비 평면도.dxf","v2\data\converted\dxf\04_설계도서\04_통신\03 보안(○)\01 도면(CAD)\S-D02_출입통제설비 평면도.dxf","TEXT","0","","TO.3F B-TPS","28C29","detail1_right","TO.3F B-TPS","TO.3F B-TPS","","label_fallback",""
"confirmed","XR-PLAN","3F","TPS","TO.3F B-TPS","275465.7838553436","247560.9944851798","0.82","1","1","1","1","1","S-D02_출입통제설비 평면도.dxf","v2\data\converted\dxf\04_설계도서\04_통신\03 보안(○)\01 도면(CAD)\S-D02_출입통제설비 평면도.dxf","TEXT","0","","TO.3F B-TPS","28C2A","detail1_right","TO.3F B-TPS","TO.3F B-TPS","","label_fallback",""
"confirmed","XR-PLAN","3F","TRAY","MMR HITEC TRAY(2단)","269715.5530050239","231697.488076291","0.82","1","1","1","1","1","T-C02_MMR설비 평면도.dxf","v2\data\converted\dxf\04_설계도서\04_통신\02 통신(○)\01 도면(CAD)\T-C02_MMR설비 평면도.dxf","TEXT","------10 Telecommunication Terminal Board","","MMR HITEC TRAY(2단)","67952","detail1_right","MMR HITEC TRAY(2단)","MMR HITEC TRAY(2단)","","label_fallback",""
"confirmed","XR-PLAN","3F","TRAY","MMR HITEC TRAY(2단)","344837.6273743147","231697.488076291","0.82","1","1","1","1","1","T-C02_MMR설비 평면도.dxf","v2\data\converted\dxf\04_설계도서\04_통신\02 통신(○)\01 도면(CAD)\T-C02_MMR설비 평면도.dxf","TEXT","------10 Telecommunication Terminal Board","","MMR HITEC TRAY(2단)","67957","detail1_right","MMR HITEC TRAY(2단)","MMR HITEC TRAY(2단)","","label_fallback",""
"confirmed","XR-PLAN","3F","TRAY","MMR HITEC TRAY(2단)","170229.3854293516","307802.5726975956","0.82","1","1","1","1","1","T-C02_MMR설비 평면도.dxf","v2\data\converted\dxf\04_설계도서\04_통신\02 통신(○)\01 도면(CAD)\T-C02_MMR설비 평면도.dxf","TEXT","------10 Telecommunication Terminal Board","","MMR HITEC TRAY(2단)","67920","detail1_left | full","MMR HITEC TRAY(2단)","MMR HITEC TRAY(2단)","","label_fallback",""
"confirmed","XR-PLAN","3F","TRAY","통신 HITEC-TRAY","284139.020268084","231045.5060186928","0.82","1","1","1","1","1","T-D03_통합배선설비 평면도.dxf","v2\data\converted\dxf\04_설계도서\04_통신\02 통신(○)\01 도면(CAD)\T-D03_통합배선설비 평면도.dxf","TEXT","------10 Telecommunication Terminal Board","","통신 HITEC-TRAY","29DBA","detail1_right","통신 HITEC-TRAY","통신 HITEC-TRAY","","label_fallback",""
"confirmed","XR-PLAN","3F","TRAY","통신 HITEC-TRAY","336489.020268084","231045.5060186928","0.82","1","1","1","1","1","T-D03_통합배선설비 평면도.dxf","v2\data\converted\dxf\04_설계도서\04_통신\02 통신(○)\01 도면(CAD)\T-D03_통합배선설비 평면도.dxf","TEXT","------10 Telecommunication Terminal Board","","통신 HITEC-TRAY","29DBC","detail1_right","통신 HITEC-TRAY","통신 HITEC-TRAY","","label_fallback",""
"confirmed","XR-PLAN","3F","TRAY","통신 HITEC-TRAY","284177.0358355077","231148.6325462495","0.82","1","1","1","1","1","T-E02_방송설비 평면도.dxf","v2\data\converted\dxf\04_설계도서\04_통신\02 통신(○)\01 도면(CAD)\T-E02_방송설비 평면도.dxf","TEXT","-----27 Communication Cable Tray","","통신 HITEC-TRAY","51A08","detail1_right","통신 HITEC-TRAY","통신 HITEC-TRAY","","label_fallback",""
"confirmed","XR-PLAN","3F","TRAY","통신 HITEC-TRAY","335158.3387719443","231148.6325462495","0.82","1","1","1","1","1","T-E02_방송설비 평면도.dxf","v2\data\converted\dxf\04_설계도서\04_통신\02 통신(○)\01 도면(CAD)\T-E02_방송설비 평면도.dxf","TEXT","-----27 Communication Cable Tray","","통신 HITEC-TRAY","51A0D","detail1_right","통신 HITEC-TRAY","통신 HITEC-TRAY","","label_fallback",""
"confirmed","XR-PLAN","3F","TRAY","통신 HITEC-TRAY","161792.5915803718","305900.5229663612","0.82","1","1","1","1","1","T-D03_통합배선설비 평면도.dxf","v2\data\converted\dxf\04_설계도서\04_통신\02 통신(○)\01 도면(CAD)\T-D03_통합배선설비 평면도.dxf","TEXT","------10 Telecommunication Terminal Board","","통신 HITEC-TRAY","22966","detail1_left | full","통신 HITEC-TRAY","통신 HITEC-TRAY","","label_fallback",""
"confirmed","XR-PLAN","3F","TRAY","통신 HITEC-TRAY","160461.9100842322","306003.649493918","0.82","1","1","1","1","1","T-E02_방송설비 평면도.dxf","v2\data\converted\dxf\04_설계도서\04_통신\02 통신(○)\01 도면(CAD)\T-E02_방송설비 평면도.dxf","TEXT","-----27 Communication Cable Tray","","통신 HITEC-TRAY","519A2","detail1_left | full","통신 HITEC-TRAY","통신 HITEC-TRAY","","label_fallback",""
"confirmed","XR-PLAN","4F","BAT","BAT","334063.2573285975","387616.2209648769","0.82","1","2","2","1","2","E-C14_전기실 장비배치도.dxf | E-T73_EPMS 평면도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-C14_전기실 장비배치도.dxf | v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-T73_EPMS 평면도.dxf","TEXT","------00 Switch Gear_Number","","BAT","8C6046 | 8C90FD","detail1_right","5F-1D-5","BAT / 5F-1D-5","298.0","------00 Switch Gear_Number","8C6047"
"confirmed","XR-PLAN","4F","BAT","BAT","337713.2573285975","387616.2209648769","0.82","1","2","2","1","2","E-C14_전기실 장비배치도.dxf | E-T73_EPMS 평면도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-C14_전기실 장비배치도.dxf | v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-T73_EPMS 평면도.dxf","TEXT","------00 Switch Gear_Number","","BAT","8C603C | 8C90F3","detail1_right","5F-1D-4","BAT / 5F-1D-4","300.2","------00 Switch Gear_Number","8C603D"
"confirmed","XR-PLAN","4F","BAT","BAT","280796.5468760454","387616.2209648772","0.82","1","2","2","1","2","E-C14_전기실 장비배치도.dxf | E-T73_EPMS 평면도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-C14_전기실 장비배치도.dxf | v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-T73_EPMS 평면도.dxf","TEXT","------00 Switch Gear_Number","","BAT","8C5F71 | 8C8FAB","detail1_right","3F-1D-4","BAT / 3F-1D-4","304.5","------00 Switch Gear_Number","8C5F72"
"confirmed","XR-PLAN","4F","BAT","BAT","284446.5468760454","387616.2209648772","0.82","1","2","2","1","2","E-C14_전기실 장비배치도.dxf | E-T73_EPMS 평면도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-C14_전기실 장비배치도.dxf | v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-T73_EPMS 평면도.dxf","TEXT","------00 Switch Gear_Number","","BAT","8C5F7B | 8C8FB5","detail1_right","3F-1D-5","BAT / 3F-1D-5","304.5","------00 Switch Gear_Number","8C5F7C"
"confirmed","XR-PLAN","4F","BAT","BAT","330413.2573285976","389266.2209648769","0.82","1","2","2","1","2","E-C14_전기실 장비배치도.dxf | E-T73_EPMS 평면도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-C14_전기실 장비배치도.dxf | v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-T73_EPMS 평면도.dxf","TEXT","------00 Switch Gear_Number","","BAT","8C5FB8 | 8C906F","detail1_right","5F-1D-3","BAT / 5F-1D-3","297.9","------00 Switch Gear_Number","8C5FB9"
"confirmed","XR-PLAN","4F","BAT","BAT","334063.2573285975","389266.2209648769","0.82","1","2","2","1","2","E-C14_전기실 장비배치도.dxf | E-T73_EPMS 평면도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-C14_전기실 장비배치도.dxf | v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-T73_EPMS 평면도.dxf","TEXT","------00 Switch Gear_Number","","BAT","8C6032 | 8C90E9","detail1_right","5F-1D-2","BAT / 5F-1D-2","298.4","------00 Switch Gear_Number","8C6033"
"confirmed","XR-PLAN","4F","BAT","BAT","337713.2573285975","389266.2209648769","0.82","1","2","2","1","2","E-C14_전기실 장비배치도.dxf | E-T73_EPMS 평면도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-C14_전기실 장비배치도.dxf | v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-T73_EPMS 평면도.dxf","TEXT","------00 Switch Gear_Number","","BAT","8C6028 | 8C90DF","detail1_right","5F-1D-1","BAT / 5F-1D-1","290.9","------00 Switch Gear_Number","8C6029"
"confirmed","XR-PLAN","4F","BAT","BAT","280796.5468760454","389266.2209648771","0.82","1","2","2","1","2","E-C14_전기실 장비배치도.dxf | E-T73_EPMS 평면도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-C14_전기실 장비배치도.dxf | v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-T73_EPMS 평면도.dxf","TEXT","------00 Switch Gear_Number","","BAT","8C5F5D | 8C8F97","detail1_right","3F-1D-1","BAT / 3F-1D-1","304.5","------00 Switch Gear_Number","8C5F5E"
"confirmed","XR-PLAN","4F","BAT","BAT","284446.5468760454","389266.2209648771","0.82","1","2","2","1","2","E-C14_전기실 장비배치도.dxf | E-T73_EPMS 평면도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-C14_전기실 장비배치도.dxf | v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-T73_EPMS 평면도.dxf","TEXT","------00 Switch Gear_Number","","BAT","8C5F67 | 8C8FA1","detail1_right","3F-1D-2","BAT / 3F-1D-2","304.5","------00 Switch Gear_Number","8C5F68"
"confirmed","XR-PLAN","4F","BAT","BAT","288096.5468760454","389266.2209648771","0.82","1","2","2","1","2","E-C14_전기실 장비배치도.dxf | E-T73_EPMS 평면도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-C14_전기실 장비배치도.dxf | v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-T73_EPMS 평면도.dxf","TEXT","------00 Switch Gear_Number","","BAT","8C5EED | 8C8F27","detail1_right","3F-1D-3","BAT / 3F-1D-3","304.5","------00 Switch Gear_Number","8C5EEE"
"confirmed","XR-PLAN","4F","BAT","BAT","330413.2573285976","390916.2209648769","0.82","1","2","2","1","2","E-C14_전기실 장비배치도.dxf | E-T73_EPMS 평면도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-C14_전기실 장비배치도.dxf | v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-T73_EPMS 평면도.dxf","TEXT","------00 Switch Gear_Number","","BAT","8C5FAE | 8C9065","detail1_right","","BAT","","",""
"confirmed","XR-PLAN","4F","BAT","BAT","334063.2573285975","390916.2209648769","0.82","1","2","2","1","2","E-C14_전기실 장비배치도.dxf | E-T73_EPMS 평면도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-C14_전기실 장비배치도.dxf | v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-T73_EPMS 평면도.dxf","TEXT","------00 Switch Gear_Number","","BAT","8C601E | 8C90D5","detail1_right","5F-1B-5","BAT / 5F-1B-5","296.7","------00 Switch Gear_Number","8C601F"
"confirmed","XR-PLAN","4F","BAT","BAT","337713.2573285975","390916.2209648769","0.82","1","2","2","1","2","E-C14_전기실 장비배치도.dxf | E-T73_EPMS 평면도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-C14_전기실 장비배치도.dxf | v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-T73_EPMS 평면도.dxf","TEXT","------00 Switch Gear_Number","","BAT","8C5FEC | 8C90A3","detail1_right","5F-1C-5","BAT / 5F-1C-5","297.9","------00 Switch Gear_Number","8C5FED"
"confirmed","XR-PLAN","4F","BAT","BAT","280796.5468760454","390916.2209648772","0.82","1","2","2","1","2","E-C14_전기실 장비배치도.dxf | E-T73_EPMS 평면도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-C14_전기실 장비배치도.dxf | v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-T73_EPMS 평면도.dxf","TEXT","------00 Switch Gear_Number","","BAT","8C5F21 | 8C8F5B","detail1_right","3F-1C-5","BAT / 3F-1C-5","304.4","------00 Switch Gear_Number","8C5F22"
"confirmed","XR-PLAN","4F","BAT","BAT","284446.5468760454","390916.2209648772","0.82","1","2","2","1","2","E-C14_전기실 장비배치도.dxf | E-T73_EPMS 평면도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-C14_전기실 장비배치도.dxf | v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-T73_EPMS 평면도.dxf","TEXT","------00 Switch Gear_Number","","BAT","8C5F53 | 8C8F8D","detail1_right","3F-1B-5","BAT / 3F-1B-5","303.0","------00 Switch Gear_Number","8C5F54"
"confirmed","XR-PLAN","4F","BAT","BAT","288096.5468760454","390916.2209648772","0.82","1","2","2","1","2","E-C14_전기실 장비배치도.dxf | E-T73_EPMS 평면도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-C14_전기실 장비배치도.dxf | v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-T73_EPMS 평면도.dxf","TEXT","------00 Switch Gear_Number","","BAT","8C5EE3 | 8C8F1D","detail1_right","","BAT","","",""
"confirmed","XR-PLAN","4F","BAT","BAT","330413.2573285976","392566.2209648769","0.82","1","2","2","1","2","E-C14_전기실 장비배치도.dxf | E-T73_EPMS 평면도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-C14_전기실 장비배치도.dxf | v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-T73_EPMS 평면도.dxf","TEXT","------00 Switch Gear_Number","","BAT","8C5FA4 | 8C905B","detail1_right","","BAT","","",""
"confirmed","XR-PLAN","4F","BAT","BAT","334063.2573285975","392566.2209648769","0.82","1","2","2","1","2","E-C14_전기실 장비배치도.dxf | E-T73_EPMS 평면도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-C14_전기실 장비배치도.dxf | v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-T73_EPMS 평면도.dxf","TEXT","------00 Switch Gear_Number","","BAT","8C6014 | 8C90CB","detail1_right","5F-1B-4","BAT / 5F-1B-4","298.9","------00 Switch Gear_Number","8C6015"
"confirmed","XR-PLAN","4F","BAT","BAT","337713.2573285975","392566.2209648769","0.82","1","2","2","1","2","E-C14_전기실 장비배치도.dxf | E-T73_EPMS 평면도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-C14_전기실 장비배치도.dxf | v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-T73_EPMS 평면도.dxf","TEXT","------00 Switch Gear_Number","","BAT","8C5FE2 | 8C9099","detail1_right","5F-1C-4","BAT / 5F-1C-4","300.1","------00 Switch Gear_Number","8C5FE3"
"confirmed","XR-PLAN","4F","BAT","BAT","280796.5468760454","392566.2209648771","0.82","1","2","2","1","2","E-C14_전기실 장비배치도.dxf | E-T73_EPMS 평면도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-C14_전기실 장비배치도.dxf | v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-T73_EPMS 평면도.dxf","TEXT","------00 Switch Gear_Number","","BAT","8C5F17 | 8C8F51","detail1_right","3F-1C-4","BAT / 3F-1C-4","304.4","------00 Switch Gear_Number","8C5F18"
"confirmed","XR-PLAN","4F","BAT","BAT","284446.5468760454","392566.2209648771","0.82","1","2","2","1","2","E-C14_전기실 장비배치도.dxf | E-T73_EPMS 평면도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-C14_전기실 장비배치도.dxf | v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-T73_EPMS 평면도.dxf","TEXT","------00 Switch Gear_Number","","BAT","8C5F49 | 8C8F83","detail1_right","3F-1B-4","BAT / 3F-1B-4","303.0","------00 Switch Gear_Number","8C5F4A"
"confirmed","XR-PLAN","4F","BAT","BAT","288096.5468760454","392566.2209648771","0.82","1","2","2","1","2","E-C14_전기실 장비배치도.dxf | E-T73_EPMS 평면도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-C14_전기실 장비배치도.dxf | v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-T73_EPMS 평면도.dxf","TEXT","------00 Switch Gear_Number","","BAT","8C5ED9 | 8C8F13","detail1_right","","BAT","","",""
"confirmed","XR-PLAN","4F","BAT","BAT","330413.2573285976","394216.2209648768","0.82","1","2","2","1","2","E-C14_전기실 장비배치도.dxf | E-T73_EPMS 평면도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-C14_전기실 장비배치도.dxf | v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-T73_EPMS 평면도.dxf","TEXT","------00 Switch Gear_Number","","BAT","8C5F9A | 8C9051","detail1_right","","BAT","","",""
"confirmed","XR-PLAN","4F","BAT","BAT","334063.2573285975","394216.2209648768","0.82","1","2","2","1","2","E-C14_전기실 장비배치도.dxf | E-T73_EPMS 평면도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-C14_전기실 장비배치도.dxf | v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-T73_EPMS 평면도.dxf","TEXT","------00 Switch Gear_Number","","BAT","8C600A | 8C90C1","detail1_right","5F-1B-3","BAT / 5F-1B-3","296.6","------00 Switch Gear_Number","8C600B"
"confirmed","XR-PLAN","4F","BAT","BAT","337713.2573285975","394216.2209648768","0.82","1","2","2","1","2","E-C14_전기실 장비배치도.dxf | E-T73_EPMS 평면도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-C14_전기실 장비배치도.dxf | v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-T73_EPMS 평면도.dxf","TEXT","------00 Switch Gear_Number","","BAT","8C5FD8 | 8C908F","detail1_right","5F-1C-3","BAT / 5F-1C-3","297.8","------00 Switch Gear_Number","8C5FD9"
"confirmed","XR-PLAN","4F","BAT","BAT","280796.5468760454","394216.2209648772","0.82","1","2","2","1","2","E-C14_전기실 장비배치도.dxf | E-T73_EPMS 평면도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-C14_전기실 장비배치도.dxf | v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-T73_EPMS 평면도.dxf","TEXT","------00 Switch Gear_Number","","BAT","8C5F0D | 8C8F47","detail1_right","3F-1C-3","BAT / 3F-1C-3","304.4","------00 Switch Gear_Number","8C5F0E"
"confirmed","XR-PLAN","4F","BAT","BAT","284446.5468760454","394216.2209648772","0.82","1","2","2","1","2","E-C14_전기실 장비배치도.dxf | E-T73_EPMS 평면도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-C14_전기실 장비배치도.dxf | v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-T73_EPMS 평면도.dxf","TEXT","------00 Switch Gear_Number","","BAT","8C5F3F | 8C8F79","detail1_right","3F-1B-3","BAT / 3F-1B-3","303.0","------00 Switch Gear_Number","8C5F40"
"confirmed","XR-PLAN","4F","BAT","BAT","288096.5468760454","394216.2209648772","0.82","1","2","2","1","2","E-C14_전기실 장비배치도.dxf | E-T73_EPMS 평면도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-C14_전기실 장비배치도.dxf | v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-T73_EPMS 평면도.dxf","TEXT","------00 Switch Gear_Number","","BAT","8C5ECF | 8C8F09","detail1_right","","BAT","","",""
"confirmed","XR-PLAN","4F","BAT","BAT","330413.2573285976","395866.2209648769","0.82","1","2","2","1","2","E-C14_전기실 장비배치도.dxf | E-T73_EPMS 평면도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-C14_전기실 장비배치도.dxf | v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-T73_EPMS 평면도.dxf","TEXT","------00 Switch Gear_Number","","BAT","8C5F90 | 8C9047","detail1_right","","BAT","","",""
"confirmed","XR-PLAN","4F","BAT","BAT","334063.2573285975","395866.2209648769","0.82","1","2","2","1","2","E-C14_전기실 장비배치도.dxf | E-T73_EPMS 평면도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-C14_전기실 장비배치도.dxf | v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-T73_EPMS 평면도.dxf","TEXT","------00 Switch Gear_Number","","BAT","8C6000 | 8C90B7","detail1_right","5F-1B-2","BAT / 5F-1B-2","297.1","------00 Switch Gear_Number","8C6001"
"confirmed","XR-PLAN","4F","BAT","BAT","337713.2573285975","395866.2209648769","0.82","1","2","2","1","2","E-C14_전기실 장비배치도.dxf | E-T73_EPMS 평면도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-C14_전기실 장비배치도.dxf | v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-T73_EPMS 평면도.dxf","TEXT","------00 Switch Gear_Number","","BAT","8C5FCE | 8C9085","detail1_right","5F-1C-2","BAT / 5F-1C-2","298.3","------00 Switch Gear_Number","8C5FCF"
"confirmed","XR-PLAN","4F","BAT","BAT","280796.5468760454","395866.2209648771","0.82","1","2","2","1","2","E-C14_전기실 장비배치도.dxf | E-T73_EPMS 평면도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-C14_전기실 장비배치도.dxf | v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-T73_EPMS 평면도.dxf","TEXT","------00 Switch Gear_Number","","BAT","8C5F03 | 8C8F3D","detail1_right","3F-1C-2","BAT / 3F-1C-2","304.4","------00 Switch Gear_Number","8C5F04"
"confirmed","XR-PLAN","4F","BAT","BAT","284446.5468760454","395866.2209648771","0.82","1","2","2","1","2","E-C14_전기실 장비배치도.dxf | E-T73_EPMS 평면도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-C14_전기실 장비배치도.dxf | v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-T73_EPMS 평면도.dxf","TEXT","------00 Switch Gear_Number","","BAT","8C5F35 | 8C8F6F","detail1_right","3F-1B-2","BAT / 3F-1B-2","303.0","------00 Switch Gear_Number","8C5F36"
"confirmed","XR-PLAN","4F","BAT","BAT","288096.5468760454","395866.2209648771","0.82","1","2","2","1","2","E-C14_전기실 장비배치도.dxf | E-T73_EPMS 평면도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-C14_전기실 장비배치도.dxf | v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-T73_EPMS 평면도.dxf","TEXT","------00 Switch Gear_Number","","BAT","8C5EC5 | 8C8EFF","detail1_right","","BAT","","",""
