overlay_group_id,overlay_priority,basis_name,basis_file,basis_path,floor_hint,drawing_name,drawing_path,relative_drawing_path,facility_count,insert_x,insert_y,xscale,yscale,rotation,is_identity_insert,review_note
x-1f-plan_505112.18403_197472.246281_1_1_90,Z_REFERENCE_ONLY,X-1F-PLAN,X-1F-PLAN.dwg,..\..\XREF\X-ARCH\X-1F-PLAN.dwg,1F,A-323~326 배면 외벽평단면도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-300 평단면상세관련\A-323~326 배면 외벽평단면도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-300 평단면상세관련\A-323~326 배면 외벽평단면도.dxf",0,505112.18403,197472.246281,1,1,90,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-2f-plan_302462.037378_145490.324315_1_1_90,Z_REFERENCE_ONLY,X-2F-PLAN,X-2F-PLAN.dwg,..\..\xref\x-ARCH\X-2F-PLAN.dwg,2F,A-323~326 배면 외벽평단면도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-300 평단면상세관련\A-323~326 배면 외벽평단면도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-300 평단면상세관련\A-323~326 배면 외벽평단면도.dxf",0,302462.037378,145490.324315,1,1,90,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-2f-plan_389399.980557_180070.319873_1_1_90,Z_REFERENCE_ONLY,X-2F-PLAN,X-2F-PLAN.dwg,..\..\xref\x-ARCH\X-2F-PLAN.dwg,2F,A-323~326 배면 외벽평단면도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-300 평단면상세관련\A-323~326 배면 외벽평단면도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-300 평단면상세관련\A-323~326 배면 외벽평단면도.dxf",0,389399.980557,180070.319873,1,1,90,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-2f-plan_389399.980557_195128.657137_1_1_90,Z_REFERENCE_ONLY,X-2F-PLAN,X-2F-PLAN.dwg,..\..\xref\x-ARCH\X-2F-PLAN.dwg,2F,A-323~326 배면 외벽평단면도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-300 평단면상세관련\A-323~326 배면 외벽평단면도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-300 평단면상세관련\A-323~326 배면 외벽평단면도.dxf",0,389399.980557,195128.657137,1,1,90,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-2f-plan_465282.067582_202210.525354_1_1_90,Z_REFERENCE_ONLY,X-2F-PLAN,X-2F-PLAN.dwg,..\..\xref\x-ARCH\X-2F-PLAN.dwg,2F,A-323~326 배면 외벽평단면도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-300 평단면상세관련\A-323~326 배면 외벽평단면도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-300 평단면상세관련\A-323~326 배면 외벽평단면도.dxf",0,465282.067582,202210.525354,1,1,90,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-2f-plan_526112.18403_197472.246281_1_1_90,Z_REFERENCE_ONLY,X-2F-PLAN,X-2F-PLAN.dwg,..\..\xref\x-ARCH\X-2F-PLAN.dwg,2F,A-323~326 배면 외벽평단면도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-300 평단면상세관련\A-323~326 배면 외벽평단면도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-300 평단면상세관련\A-323~326 배면 외벽평단면도.dxf",0,526112.18403,197472.246281,1,1,90,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-6f-plan_484122.067582_202211.259868_1_1_90,Z_REFERENCE_ONLY,X-6F-PLAN,X-6F-PLAN.dwg,..\..\xref\x-ARCH\X-6F-PLAN.dwg,6F,A-323~326 배면 외벽평단면도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-300 평단면상세관련\A-323~326 배면 외벽평단면도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-300 평단면상세관련\A-323~326 배면 외벽평단면도.dxf",0,484122.067582,202211.259868,1,1,90,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-ph-plan_500922.067582_202211.259868_1_1_90,Z_REFERENCE_ONLY,X-PH-PLAN,X-PH-PLAN.dwg,..\..\xref\x-ARCH\X-PH-PLAN.dwg,ROOF,A-323~326 배면 외벽평단면도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-300 평단면상세관련\A-323~326 배면 외벽평단면도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-300 평단면상세관련\A-323~326 배면 외벽평단면도.dxf",0,500922.067582,202211.259868,1,1,90,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-2f-plan_99334.9821372_312592.25897_1_1_0,Z_REFERENCE_ONLY,X-2F-PLAN,X-2F-PLAN.dwg,..\..\XREF\X-ARCH\X-2F-PLAN.dwg,2F,A-331~332 지상2층연결통로및외부계단 평단면도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-300 평단면상세관련\A-331~332 지상2층연결통로및외부계단 평단면도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-300 평단면상세관련\A-331~332 지상2층연결통로및외부계단 평단면도.dxf",0,99334.9821372,312592.25897,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-2f-plan_130246.652498_560756.95448_1_1_270,Z_REFERENCE_ONLY,X-2F-PLAN,X-2F-PLAN.dwg,..\..\XREF\X-ARCH\X-2F-PLAN.dwg,2F,A-331~332 지상2층연결통로및외부계단 평단면도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-300 평단면상세관련\A-331~332 지상2층연결통로및외부계단 평단면도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-300 평단면상세관련\A-331~332 지상2층연결통로및외부계단 평단면도.dxf",0,130246.652498,560756.95448,1,1,270,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-2f-plan_170344.312453_284859.796271_1_1_0,Z_REFERENCE_ONLY,X-2F-PLAN,X-2F-PLAN.dwg,..\..\XREF\X-ARCH\X-2F-PLAN.dwg,2F,A-331~332 지상2층연결통로및외부계단 평단면도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-300 평단면상세관련\A-331~332 지상2층연결통로및외부계단 평단면도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-300 평단면상세관련\A-331~332 지상2층연결통로및외부계단 평단면도.dxf",0,170344.312453,284859.796271,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-2mf-plan_251875.960678_480505.704224_1_1_270,Z_REFERENCE_ONLY,X-2MF-PLAN,X-2MF-PLAN.dwg,..\..\xref\x-ARCH\X-2MF-PLAN.dwg,ROOF,"A-345~349 부분 평단면도(GIS,기계,하역,지붕계단).dxf","data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-300 평단면상세관련\A-345~349 부분 평단면도(GIS,기계,하역,지붕계단).dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-300 평단면상세관련\A-345~349 부분 평단면도(GIS,기계,하역,지붕계단).dxf",0,251875.960678,480505.704224,1,1,270,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-2mf-plan_242542.627345_443605.704224_1_1_270,Z_REFERENCE_ONLY,X-2MF-PLAN,X-2MF-PLAN.dwg,..\..\xref\x-ARCH\X-2MF-PLAN.dwg,ROOF,"A-345~349 부분 평단면도(GIS,기계,하역,지붕계단).dxf","data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-300 평단면상세관련\A-345~349 부분 평단면도(GIS,기계,하역,지붕계단).dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-300 평단면상세관련\A-345~349 부분 평단면도(GIS,기계,하역,지붕계단).dxf",0,242542.627345,443605.704224,1,1,270,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-2mf-plan_201887.030619_214623.359443_1_1_0,Z_REFERENCE_ONLY,X-2MF-PLAN,X-2MF-PLAN.dwg,..\..\xref\x-ARCH\X-2MF-PLAN.dwg,ROOF,"A-345~349 부분 평단면도(GIS,기계,하역,지붕계단).dxf","data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-300 평단면상세관련\A-345~349 부분 평단면도(GIS,기계,하역,지붕계단).dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-300 평단면상세관련\A-345~349 부분 평단면도(GIS,기계,하역,지붕계단).dxf",0,201887.030619,214623.359443,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-1f-plan_200305.058866_232926.356302_1_1_0,Z_REFERENCE_ONLY,X-1F-PLAN,X-1F-PLAN.dwg,..\..\XREF\X-ARCH\X-1F-PLAN.dwg,1F,"A-345~349 부분 평단면도(GIS,기계,하역,지붕계단).dxf","data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-300 평단면상세관련\A-345~349 부분 평단면도(GIS,기계,하역,지붕계단).dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-300 평단면상세관련\A-345~349 부분 평단면도(GIS,기계,하역,지붕계단).dxf",0,200305.058866,232926.356302,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-1f-plan_91248.5179833_489187.338918_1_1_270,Z_REFERENCE_ONLY,X-1F-PLAN,X-1F-PLAN.dwg,..\..\XREF\X-ARCH\X-1F-PLAN.dwg,1F,"A-345~349 부분 평단면도(GIS,기계,하역,지붕계단).dxf","data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-300 평단면상세관련\A-345~349 부분 평단면도(GIS,기계,하역,지붕계단).dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-300 평단면상세관련\A-345~349 부분 평단면도(GIS,기계,하역,지붕계단).dxf",0,91248.5179833,489187.338918,1,1,270,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-1f-plan_142106.709115_468151.04524_1_1_270,Z_REFERENCE_ONLY,X-1F-PLAN,X-1F-PLAN.dwg,..\..\XREF\X-ARCH\X-1F-PLAN.dwg,1F,"A-345~349 부분 평단면도(GIS,기계,하역,지붕계단).dxf","data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-300 평단면상세관련\A-345~349 부분 평단면도(GIS,기계,하역,지붕계단).dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-300 평단면상세관련\A-345~349 부분 평단면도(GIS,기계,하역,지붕계단).dxf",0,142106.709115,468151.04524,1,1,270,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-1f-plan_143738.700818_218465.820484_1_1_0,Z_REFERENCE_ONLY,X-1F-PLAN,X-1F-PLAN.dwg,..\..\XREF\X-ARCH\X-1F-PLAN.dwg,1F,"A-345~349 부분 평단면도(GIS,기계,하역,지붕계단).dxf","data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-300 평단면상세관련\A-345~349 부분 평단면도(GIS,기계,하역,지붕계단).dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-300 평단면상세관련\A-345~349 부분 평단면도(GIS,기계,하역,지붕계단).dxf",0,143738.700818,218465.820484,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-1f-plan_226621.578189_223827.296859_1_1_0,Z_REFERENCE_ONLY,X-1F-PLAN,X-1F-PLAN.dwg,..\..\XREF\X-ARCH\X-1F-PLAN.dwg,1F,"A-345~349 부분 평단면도(GIS,기계,하역,지붕계단).dxf","data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-300 평단면상세관련\A-345~349 부분 평단면도(GIS,기계,하역,지붕계단).dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-300 평단면상세관련\A-345~349 부분 평단면도(GIS,기계,하역,지붕계단).dxf",0,226621.578189,223827.296859,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-1f-plan_83245.3255128_203034.100508_1_1_0,Z_REFERENCE_ONLY,X-1F-PLAN,X-1F-PLAN.dwg,..\..\XREF\X-ARCH\X-1F-PLAN.dwg,1F,A-350a~350c 통신맨홀 평단면도-1~3.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-300 평단면상세관련\A-350a~350c 통신맨홀 평단면도-1~3.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-300 평단면상세관련\A-350a~350c 통신맨홀 평단면도-1~3.dxf",0,83245.3255128,203034.100508,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-1f-plan_120030.914108_145173.978904_1_1_0,Z_REFERENCE_ONLY,X-1F-PLAN,X-1F-PLAN.dwg,..\..\XREF\X-ARCH\X-1F-PLAN.dwg,1F,A-350a~350c 통신맨홀 평단면도-1~3.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-300 평단면상세관련\A-350a~350c 통신맨홀 평단면도-1~3.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-300 평단면상세관련\A-350a~350c 통신맨홀 평단면도-1~3.dxf",0,120030.914108,145173.978904,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-1f-plan_116232.52695_185060.627981_1_1_0,Z_REFERENCE_ONLY,X-1F-PLAN,X-1F-PLAN.dwg,..\..\XREF\X-ARCH\X-1F-PLAN.dwg,1F,A-350a~350c 통신맨홀 평단면도-1~3.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-300 평단면상세관련\A-350a~350c 통신맨홀 평단면도-1~3.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-300 평단면상세관련\A-350a~350c 통신맨홀 평단면도-1~3.dxf",0,116232.52695,185060.627981,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-pit-plan_83245.3255128_191834.100508_1_1_0,Z_REFERENCE_ONLY,X-PIT-PLAN,X-PIT-PLAN.dwg,..\..\xref\x-ARCH\X-PIT-PLAN.dwg,PIT,A-350a~350c 통신맨홀 평단면도-1~3.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-300 평단면상세관련\A-350a~350c 통신맨홀 평단면도-1~3.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-300 평단면상세관련\A-350a~350c 통신맨홀 평단면도-1~3.dxf",0,83245.3255128,191834.100508,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-pit-plan_120030.914108_133973.978904_1_1_0,Z_REFERENCE_ONLY,X-PIT-PLAN,X-PIT-PLAN.dwg,..\..\xref\x-ARCH\X-PIT-PLAN.dwg,PIT,A-350a~350c 통신맨홀 평단면도-1~3.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-300 평단면상세관련\A-350a~350c 통신맨홀 평단면도-1~3.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-300 평단면상세관련\A-350a~350c 통신맨홀 평단면도-1~3.dxf",0,120030.914108,133973.978904,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-pit-plan_116232.52695_173860.627981_1_1_0,Z_REFERENCE_ONLY,X-PIT-PLAN,X-PIT-PLAN.dwg,..\..\xref\x-ARCH\X-PIT-PLAN.dwg,PIT,A-350a~350c 통신맨홀 평단면도-1~3.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-300 평단면상세관련\A-350a~350c 통신맨홀 평단면도-1~3.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-300 평단면상세관련\A-350a~350c 통신맨홀 평단면도-1~3.dxf",0,116232.52695,173860.627981,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-2f-plan_129721.000549_232454.681787_1_1_0,Z_REFERENCE_ONLY,X-2F-PLAN,X-2F-PLAN.dwg,..\..\XREF\X-ARCH\X-2F-PLAN.dwg,2F,A-351~352 연도 평단면도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-300 평단면상세관련\A-351~352 연도 평단면도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-300 평단면상세관련\A-351~352 연도 평단면도.dxf",0,129721.000549,232454.681787,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-2f-plan_96499.3276801_225561.013544_1_1_0,Z_REFERENCE_ONLY,X-2F-PLAN,X-2F-PLAN.dwg,..\..\XREF\X-ARCH\X-2F-PLAN.dwg,2F,A-351~352 연도 평단면도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-300 평단면상세관련\A-351~352 연도 평단면도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-300 평단면상세관련\A-351~352 연도 평단면도.dxf",0,96499.3276801,225561.013544,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-6f-plan_129721.000549_246454.681787_1_1_0,Z_REFERENCE_ONLY,X-6F-PLAN,X-6F-PLAN.dwg,..\..\xref\x-ARCH\X-6F-PLAN.dwg,6F,A-351~352 연도 평단면도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-300 평단면상세관련\A-351~352 연도 평단면도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-300 평단면상세관련\A-351~352 연도 평단면도.dxf",0,129721.000549,246454.681787,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-6f-plan_96499.3276801_239561.013544_1_1_0,Z_REFERENCE_ONLY,X-6F-PLAN,X-6F-PLAN.dwg,..\..\xref\x-ARCH\X-6F-PLAN.dwg,6F,A-351~352 연도 평단면도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-300 평단면상세관련\A-351~352 연도 평단면도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-300 평단면상세관련\A-351~352 연도 평단면도.dxf",0,96499.3276801,239561.013544,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-ph-plan_129721.000549_260454.681787_1_1_0,Z_REFERENCE_ONLY,X-PH-PLAN,X-PH-PLAN.dwg,..\..\xref\x-ARCH\X-PH-PLAN.dwg,ROOF,A-351~352 연도 평단면도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-300 평단면상세관련\A-351~352 연도 평단면도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-300 평단면상세관련\A-351~352 연도 평단면도.dxf",0,129721.000549,260454.681787,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-ph-plan_96499.3276801_253561.013544_1_1_0,Z_REFERENCE_ONLY,X-PH-PLAN,X-PH-PLAN.dwg,..\..\xref\x-ARCH\X-PH-PLAN.dwg,ROOF,A-351~352 연도 평단면도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-300 평단면상세관련\A-351~352 연도 평단면도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-300 평단면상세관련\A-351~352 연도 평단면도.dxf",0,96499.3276801,253561.013544,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-5f-plan_-77603.5713123_-83555.0175901_1_1_0,Z_REFERENCE_ONLY,X-5F-PLAN,X-5F-PLAN.dwg,..\..\XREF\X-ARCH\X-5F-PLAN.dwg,5F,A-382 외장판넬 안내도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-300 평단면상세관련\A-382 외장판넬 안내도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-300 평단면상세관련\A-382 외장판넬 안내도.dxf",0,-77603.5713123,-83555.0175901,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-1f-plan_19438455.4649_1113960.98154_1_1_0,Z_REFERENCE_ONLY,X-1F-PLAN,X-1F-PLAN.dwg,..\..\XREF\X-ARCH\X-1F-PLAN.dwg,1F,A-386 EJ 설치 안내도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-300 평단면상세관련\A-386 EJ 설치 안내도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-300 평단면상세관련\A-386 EJ 설치 안내도.dxf",0,19438455.4649,1113960.98154,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-2f-plan_19648455.4649_1113960.98154_1_1_0,Z_REFERENCE_ONLY,X-2F-PLAN,X-2F-PLAN.dwg,..\..\xref\x-ARCH\X-2F-PLAN.dwg,2F,A-386 EJ 설치 안내도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-300 평단면상세관련\A-386 EJ 설치 안내도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-300 평단면상세관련\A-386 EJ 설치 안내도.dxf",0,19648455.4649,1113960.98154,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-2mf-plan_19438455.4649_945960.981544_1_1_0,Z_REFERENCE_ONLY,X-2MF-PLAN,X-2MF-PLAN.dwg,..\..\xref\x-ARCH\X-2MF-PLAN.dwg,,A-386 EJ 설치 안내도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-300 평단면상세관련\A-386 EJ 설치 안내도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-300 평단면상세관련\A-386 EJ 설치 안내도.dxf",0,19438455.4649,945960.981544,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-2mf-plan_246837.227896_145072.747103_1_1_0,Z_REFERENCE_ONLY,X-2MF-PLAN,X-2MF-PLAN.dwg,..\..\xref\x-ARCH\X-2MF-PLAN.dwg,,A-391~393 배기 평단면상세도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-300 평단면상세관련\A-391~393 배기 평단면상세도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-300 평단면상세관련\A-391~393 배기 평단면상세도.dxf",0,246837.227896,145072.747103,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-2mf-plan_243862.229082_145047.746915_1_1_0,Z_REFERENCE_ONLY,X-2MF-PLAN,X-2MF-PLAN.dwg,..\..\xref\x-ARCH\X-2MF-PLAN.dwg,,A-391~393 배기 평단면상세도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-300 평단면상세관련\A-391~393 배기 평단면상세도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-300 평단면상세관련\A-391~393 배기 평단면상세도.dxf",0,243862.229082,145047.746915,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-2mf-plan_238541.520087_145265.836038_1_1_0,Z_REFERENCE_ONLY,X-2MF-PLAN,X-2MF-PLAN.dwg,..\..\xref\x-ARCH\X-2MF-PLAN.dwg,,A-391~393 배기 평단면상세도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-300 평단면상세관련\A-391~393 배기 평단면상세도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-300 평단면상세관련\A-391~393 배기 평단면상세도.dxf",0,238541.520087,145265.836038,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-2mf-plan_227549.628979_170465.836132_1_1_0,Z_REFERENCE_ONLY,X-2MF-PLAN,X-2MF-PLAN.dwg,..\..\xref\x-ARCH\X-2MF-PLAN.dwg,,A-391~393 배기 평단면상세도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-300 평단면상세관련\A-391~393 배기 평단면상세도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-300 평단면상세관련\A-391~393 배기 평단면상세도.dxf",0,227549.628979,170465.836132,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-2f-plan_298605.158616_147535.247109_1_1_0,Z_REFERENCE_ONLY,X-2F-PLAN,X-2F-PLAN.dwg,..\..\xref\x-ARCH\X-2F-PLAN.dwg,2F,A-391~393 배기 평단면상세도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-300 평단면상세관련\A-391~393 배기 평단면상세도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-300 평단면상세관련\A-391~393 배기 평단면상세도.dxf",0,298605.158616,147535.247109,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
